sexe;age;presence_enfant_conduite_accompagne;presence_enfants;tranche_de_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis;D_aléatoire
M;37;Non;Non;[40k€+];Commercial;Minivan;yes;1;1.0;Highly Urban/ Urban;19/05/2022;complet;dev_integral;334,21;86333-772
F;53;Non;Non;[40k€+];Private;Minivan;yes;0;9.0;Highly Urban/ Urban;05/03/2022;complet;dev_integral;295,46;35916-773
M;72;Non;Non;[40k€+];Commercial;Pickup;no;3;16.0;Highly Urban/ Urban;04/01/2022;complet;dev_express;276,21;29371-774
M;30;Non;Non;[40k€+];Commercial;Van;yes;2;9.0;Highly Urban/ Urban;23/04/2022;complet;dev_integral;296,96;65548-775
M;72;Non;Non;[40k€+];Private;z_SUV;no;2;16.0;Highly Urban/ Urban;19/01/2022;complet;dev_integral;315,02;19411-776
M;62;Non;Non;[40k€+];Commercial;Pickup;no;0;19.0;Highly Urban/ Urban;14/05/2022;complet;dev_integral;281,77;25511-777
M;67;Non;Non;[40k€+];Commercial;Pickup;no;4;4.0;Highly Urban/ Urban;22/02/2022;complet;dev_integral;325,17;76793-778
F;31;Non;Non;[40k€+];Commercial;Panel Truck;no;0;17.0;Highly Urban/ Urban;24/02/2022;complet;dev_integral;312,46;91236-779
M;66;Non;Oui;Inconnus;Commercial;Panel Truck;no;0;12.0;Highly Urban/ Urban;26/05/2022;complet;dev_express;282,02;12647-780
F;43;Non;Oui;[40k€+];Commercial;z_SUV;no;1;1.0;z_Highly Rural/ Rural;14/01/2022;complet;dev_integral;294;81658-781
M;66;Non;Non;[40k€+];Private;Minivan;no;1;16.0;z_Highly Rural/ Rural;06/01/2022;complet;dev_premium;490,24;10621-782
F;8;Oui;Oui;[40k€+];Private;z_SUV;no;3;22.0;Highly Urban/ Urban;21/01/2022;complet;dev_integral;285,14;39234-783
M;47;Non;Non;[40k€+];Private;Minivan;yes;2;12.0;Highly Urban/ Urban;12/04/2022;complet;dev_integral;294,05;66735-784
M;52;Non;Non;[40k€+];Private;Minivan;no;1;15.0;Highly Urban/ Urban;05/01/2022;complet;dev_premium;418,4;71982-785
M;65;Non;Non;[0, 20k€];Commercial;Pickup;no;1;11.0;Highly Urban/ Urban;10/01/2022;complet;dev_integral;330,24;64171-786
F;64;Non;Non;[40k€+];Commercial;Minivan;no;0;1.0;z_Highly Rural/ Rural;08/04/2022;complet;dev_premium;336,67;87869-787
M;64;Non;Non;[40k€+];Private;Pickup;yes;3;15.0;Highly Urban/ Urban;30/03/2022;complet;dev_integral;280,3;34968-788
M;80;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;16.0;Highly Urban/ Urban;12/04/2022;complet;dev_express;281,71;61588-789
F;83;Non;Non;[40k€+];Private;Minivan;yes;1;1.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;319,4;78455-790
F;84;Non;Oui;[0, 20k€];Private;z_SUV;no;4;1.0;Highly Urban/ Urban;12/03/2022;complet;dev_integral;320,97;76281-791
M;66;Non;Non;[40k€+];Commercial;Pickup;no;1;17.0;Highly Urban/ Urban;14/03/2022;complet;dev_integral;282,49;19789-792
M;87;Non;Oui;[40k€+];Commercial;Van;yes;0;13.0;Highly Urban/ Urban;09/01/2022;complet;dev_integral;324,04;16885-793
M;57;Non;Non;Inconnus;Commercial;z_SUV;no;1;7.0;Highly Urban/ Urban;27/02/2022;complet;dev_express;274,5;15117-794
F;71;Oui;Oui;[0, 20k€];Private;z_SUV;no;0;10.0;Highly Urban/ Urban;02/02/2022;complet;dev_premium;470,02;24275-795
M;71;Non;Non;[40k€+];Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;06/03/2022;complet;dev_express;281,61;70117-796
M;59;Non;Non;[40k€+];Private;Minivan;yes;0;12.0;Highly Urban/ Urban;06/01/2022;complet;dev_express;256,21;32435-797
F;38;Non;Non;[0, 20k€];Private;z_SUV;no;0;9.0;Highly Urban/ Urban;03/04/2022;complet;dev_integral;323,83;22005-798
F;62;Non;Oui;[40k€+];Private;Minivan;no;0;10.0;Highly Urban/ Urban;30/04/2022;complet;dev_integral;280,43;86449-799
M;86;Non;Non;[40k€+];Private;Pickup;no;0;13.0;Highly Urban/ Urban;19/03/2022;complet;dev_integral;301,77;18570-800
F;89;Non;Non;[40k€+];Private;Minivan;yes;0;9.0;z_Highly Rural/ Rural;24/01/2022;complet;dev_express;279,89;33304-801
F;62;Non;Oui;[0, 20k€];Private;Minivan;yes;0;1.0;Highly Urban/ Urban;23/02/2022;complet;dev_integral;302,72;65260-802
M;64;Non;Oui;[0, 20k€];Commercial;Sports Car;no;7;8.0;Highly Urban/ Urban;17/05/2022;complet;dev_integral;287,79;81696-803
F;28;Non;Non;Inconnus;Private;Van;no;4;1.0;Highly Urban/ Urban;06/03/2022;complet;dev_express;263,5;73610-804
F;14;Non;Non;[0, 20k€];Private;Pickup;no;1;1.0;Highly Urban/ Urban;13/03/2022;complet;dev_integral;329,81;34064-805
M;6;Non;Oui;Inconnus;Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;10/02/2022;complet;dev_premium;455,8;85390-806
F;68;Non;Non;Inconnus;Private;z_SUV;no;0;16.0;Highly Urban/ Urban;16/01/2022;complet;dev_integral;312,48;32747-807
M;56;Non;Non;[20k€, 40k€];Commercial;Panel Truck;yes;6;11.0;Highly Urban/ Urban;19/05/2022;complet;dev_express;258,64;87851-808
M;75;Non;Oui;[40k€+];Private;z_SUV;no;2;18.0;Highly Urban/ Urban;18/04/2022;complet;dev_express;257,61;32249-809
M;66;Non;Oui;[0, 20k€];Commercial;z_SUV;no;2;5.0;z_Highly Rural/ Rural;13/01/2022;complet;dev_integral;323,83;85633-810
M;52;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;1.0;Highly Urban/ Urban;28/05/2022;complet;dev_integral;328,2;36985-811
F;48;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;15.0;Highly Urban/ Urban;28/03/2022;complet;dev_express;266,46;19913-812
F;82;Non;Oui;[40k€+];Private;Minivan;no;1;3.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;303,43;67404-813
M;62;Non;Oui;[0, 20k€];Private;Pickup;yes;0;7.0;Highly Urban/ Urban;10/03/2022;complet;dev_integral;309,28;84802-814
M;75;Non;Oui;[40k€+];Private;z_SUV;no;4;5.0;z_Highly Rural/ Rural;20/01/2022;complet;dev_express;255,36;14786-815
F;61;Non;Non;[40k€+];Private;Minivan;yes;0;22.0;Highly Urban/ Urban;09/04/2022;complet;dev_integral;305,89;76025-816
M;31;Non;Non;[40k€+];Commercial;Pickup;no;1;21.0;Highly Urban/ Urban;05/03/2022;complet;dev_premium;421,62;33369-817
M;14;Oui;Oui;[40k€+];Commercial;Van;yes;0;14.0;Highly Urban/ Urban;09/04/2022;complet;dev_premium;438,48;36290-818
F;60;Oui;Oui;[20k€, 40k€];Private;Pickup;no;5;1.0;Highly Urban/ Urban;16/02/2022;complet;dev_integral;292,43;86404-819
M;78;Non;Oui;[0, 20k€];Commercial;Minivan;yes;6;10.0;Highly Urban/ Urban;06/04/2022;complet;dev_integral;334,86;33344-820
F;68;Non;Non;[40k€+];Private;Van;no;4;11.0;Highly Urban/ Urban;23/03/2022;complet;dev_express;278,74;58560-821
F;75;Non;Oui;[20k€, 40k€];Private;z_SUV;no;3;1.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;284,85;58783-822
F;25;Non;Oui;[0, 20k€];Commercial;z_SUV;no;1;7.0;Highly Urban/ Urban;21/01/2022;complet;dev_express;267,59;26933-823
M;70;Non;Oui;[40k€+];Private;Minivan;no;8;15.0;Highly Urban/ Urban;27/01/2022;complet;dev_integral;339,19;32220-824
M;78;Non;Oui;[0, 20k€];Commercial;z_SUV;no;9;1.0;Highly Urban/ Urban;22/04/2022;complet;dev_integral;331,67;24028-825
M;69;Non;Non;[40k€+];Private;z_SUV;no;0;17.0;Highly Urban/ Urban;13/03/2022;complet;dev_express;278,65;10668-826
F;62;Non;Non;[40k€+];Commercial;Van;no;4;8.0;Highly Urban/ Urban;15/01/2022;complet;dev_premium;382,01;67842-827
F;3;Non;Non;Inconnus;Private;Minivan;no;3;15.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;280,02;81603-828
F;60;Non;Non;[40k€+];Private;Minivan;no;0;1.0;Highly Urban/ Urban;27/03/2022;complet;dev_integral;321,62;17645-829
M;63;Non;Non;[40k€+];Commercial;Van;yes;0;10.0;Highly Urban/ Urban;02/04/2022;complet;dev_express;281,2;24735-830
F;24;Non;Non;[20k€, 40k€];Private;Minivan;yes;1;1.0;Highly Urban/ Urban;18/02/2022;complet;dev_integral;284,75;92668-831
M;80;Oui;Oui;[40k€+];Private;z_SUV;no;2;7.0;Highly Urban/ Urban;17/04/2022;complet;dev_integral;295,72;61148-832
F;42;Non;Non;[20k€, 40k€];Commercial;Pickup;no;3;;z_Highly Rural/ Rural;20/05/2022;complet;dev_express;275,46;62668-833
F;16;Non;Non;[0, 20k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;29/01/2022;complet;dev_integral;309,15;52618-834
M;44;Non;Non;Inconnus;Private;z_SUV;no;3;7.0;Highly Urban/ Urban;01/05/2022;complet;dev_express;261,44;18892-835
M;19;Non;Non;[0, 20k€];Private;z_SUV;no;4;1.0;Highly Urban/ Urban;02/05/2022;complet;dev_premium;428,95;65188-836
F;64;Non;Non;[40k€+];Commercial;Van;yes;4;17.0;Highly Urban/ Urban;22/04/2022;complet;dev_express;271,35;85487-837
M;69;Non;Non;[40k€+];Private;z_SUV;no;7;18.0;Highly Urban/ Urban;24/01/2022;complet;dev_integral;299,34;11981-838
M;18;Non;Non;[40k€+];Private;Pickup;no;0;9.0;Highly Urban/ Urban;23/02/2022;complet;dev_premium;504,5;81418-839
F;64;Non;Non;[40k€+];Commercial;Van;yes;4;1.0;Highly Urban/ Urban;22/05/2022;complet;dev_premium;441,6;92323-840
F;47;Oui;Oui;[20k€, 40k€];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;17/03/2022;complet;dev_vip;969,98;56778-841
F;14;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;10.0;Highly Urban/ Urban;04/04/2022;complet;dev_express;265,11;67934-842
M;24;Non;Non;[20k€, 40k€];Private;Minivan;no;4;4.0;z_Highly Rural/ Rural;01/05/2022;complet;dev_integral;311,29;39166-843
F;89;Non;Oui;[20k€, 40k€];Commercial;Panel Truck;yes;4;6.0;Highly Urban/ Urban;02/05/2022;complet;dev_integral;294,9;13640-844
F;28;Oui;Oui;[40k€+];Commercial;Pickup;no;0;7.0;z_Highly Rural/ Rural;28/03/2022;complet;dev_integral;292,67;73355-845
F;44;Non;Non;[40k€+];Commercial;Panel Truck;yes;1;12.0;Highly Urban/ Urban;19/05/2022;complet;dev_integral;305,81;89248-846
M;56;Non;Non;[20k€, 40k€];Private;Van;no;0;6.0;Highly Urban/ Urban;14/05/2022;complet;dev_express;271,75;94731-847
F;83;Non;Oui;[40k€+];Private;z_SUV;no;0;13.0;Highly Urban/ Urban;06/05/2022;complet;dev_premium;519,64;75366-848
M;61;Non;Non;[40k€+];Commercial;Pickup;no;2;10.0;Highly Urban/ Urban;25/04/2022;complet;dev_premium;417,59;80282-849
F;34;Non;Non;[40k€+];Private;z_SUV;no;6;13.0;Highly Urban/ Urban;18/03/2022;complet;dev_premium;493,33;72394-850
F;40;Non;Non;[40k€+];Private;Minivan;no;0;17.0;Highly Urban/ Urban;15/04/2022;complet;dev_integral;310,21;19606-851
F;70;Non;Non;[40k€+];Commercial;Pickup;no;0;9.0;Highly Urban/ Urban;20/01/2022;complet;dev_premium;413,23;82384-852
F;17;Non;Non;Inconnus;Commercial;z_SUV;no;4;9.0;Highly Urban/ Urban;14/03/2022;complet;dev_vip;753,67;61814-853
M;92;Non;Non;[40k€+];Private;Sports Car;no;3;12.0;Highly Urban/ Urban;08/01/2022;complet;dev_express;255,94;20385-854
F;79;Non;Oui;[0, 20k€];Private;Sports Car;no;0;6.0;Highly Urban/ Urban;21/04/2022;complet;dev_integral;282,63;85365-855
F;89;Non;Non;[40k€+];Private;z_SUV;no;4;;Highly Urban/ Urban;19/02/2022;complet;dev_premium;526,21;35683-856
M;90;Non;Oui;[40k€+];Commercial;Panel Truck;yes;2;8.0;Highly Urban/ Urban;04/04/2022;complet;dev_integral;312,94;84060-857
M;42;Oui;Oui;[40k€+];Private;z_SUV;no;4;6.0;z_Highly Rural/ Rural;17/01/2022;complet;dev_premium;351,31;41743-858
F;43;Non;Non;[40k€+];Commercial;Panel Truck;no;5;12.0;Highly Urban/ Urban;14/01/2022;complet;dev_express;276,85;41810-859
M;60;Non;Non;[40k€+];Commercial;Van;no;4;13.0;Highly Urban/ Urban;01/02/2022;complet;dev_integral;313,81;90628-860
F;64;Non;Non;[40k€+];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;03/04/2022;complet;dev_integral;333,26;63607-861
F;65;Non;Non;[20k€, 40k€];Private;Minivan;no;5;15.0;z_Highly Rural/ Rural;25/02/2022;complet;dev_integral;328,6;39888-862
M;12;Oui;Oui;[0, 20k€];Private;z_SUV;no;0;5.0;Highly Urban/ Urban;14/05/2022;complet;dev_express;252,66;15851-863
M;46;Non;Non;[20k€, 40k€];Private;Pickup;no;2;1.0;Highly Urban/ Urban;01/02/2022;complet;dev_express;252,73;71142-864
F;9;Non;Non;[40k€+];Private;Minivan;yes;1;16.0;Highly Urban/ Urban;09/02/2022;complet;dev_premium;442,23;19205-865
M;82;Non;Oui;[40k€+];Private;Pickup;yes;3;9.0;Highly Urban/ Urban;13/01/2022;complet;dev_integral;338,73;61060-866
M;53;Non;Non;[40k€+];Private;z_SUV;no;0;8.0;Highly Urban/ Urban;14/05/2022;complet;dev_express;272,11;48104-867
F;57;Non;Non;[40k€+];Private;z_SUV;no;3;;Highly Urban/ Urban;27/01/2022;complet;dev_premium;479,68;36534-868
M;51;Non;Non;[40k€+];Commercial;Van;no;0;7.0;Highly Urban/ Urban;03/01/2022;complet;dev_integral;336,85;50513-869
M;84;Non;Non;[0, 20k€];Commercial;Pickup;no;4;7.0;Highly Urban/ Urban;26/03/2022;complet;dev_integral;323,63;67680-870
F;92;Non;Oui;[20k€, 40k€];Private;Minivan;no;0;10.0;Highly Urban/ Urban;07/03/2022;complet;dev_integral;335,82;51432-871
M;65;Non;Non;[20k€, 40k€];Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;288,15;84360-872
M;68;Non;Non;[40k€+];Commercial;z_SUV;yes;0;13.0;Highly Urban/ Urban;04/05/2022;complet;dev_integral;332,89;50711-873
F;13;Non;Non;[40k€+];Commercial;z_SUV;no;0;12.0;Highly Urban/ Urban;04/02/2022;complet;dev_express;270,04;18868-874
M;90;Non;Non;[40k€+];Commercial;Pickup;yes;6;9.0;Highly Urban/ Urban;26/04/2022;complet;dev_premium;399,83;60501-875
F;56;Non;Non;[40k€+];Private;Minivan;no;1;7.0;Highly Urban/ Urban;02/01/2022;complet;dev_integral;303,4;15952-876
M;62;Non;Non;[40k€+];Private;Minivan;no;7;22.0;Highly Urban/ Urban;26/03/2022;complet;dev_integral;331,22;33277-877
M;56;Non;Non;[20k€, 40k€];Private;Van;yes;3;1.0;Highly Urban/ Urban;16/01/2022;complet;dev_integral;331,33;76922-878
F;83;Non;Oui;[40k€+];Private;Sports Car;no;0;;Highly Urban/ Urban;26/05/2022;complet;dev_integral;317,67;61857-879
M;89;Non;Non;[40k€+];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;24/03/2022;complet;dev_express;284,35;77328-880
M;55;Oui;Oui;[40k€+];Private;Sports Car;no;2;1.0;z_Highly Rural/ Rural;20/04/2022;complet;dev_express;253,11;36403-881
M;49;Non;Non;[40k€+];Private;Pickup;yes;0;9.0;Highly Urban/ Urban;11/05/2022;complet;dev_integral;339,93;75179-882
M;57;Non;Non;[40k€+];Commercial;Minivan;no;0;10.0;Highly Urban/ Urban;13/01/2022;complet;dev_express;281,02;41695-883
F;54;Non;Non;[40k€+];Private;Minivan;yes;2;9.0;Highly Urban/ Urban;21/03/2022;complet;dev_express;272,42;52779-884
F;43;Non;Non;[40k€+];Private;Minivan;no;0;11.0;z_Highly Rural/ Rural;18/01/2022;complet;dev_express;283,75;36180-885
F;69;Non;Non;[40k€+];Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;13/04/2022;complet;dev_express;255,77;50471-886
F;78;Non;Non;Inconnus;Commercial;Pickup;no;0;15.0;Highly Urban/ Urban;24/04/2022;complet;dev_express;271,82;13064-887
M;64;Non;Non;[0, 20k€];Commercial;Pickup;no;4;7.0;Highly Urban/ Urban;10/02/2022;complet;dev_premium;516,61;33183-888
F;75;Non;Non;[0, 20k€];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;28/02/2022;complet;dev_integral;288,49;85344-889
M;68;Non;Oui;[0, 20k€];Private;Pickup;no;0;8.0;z_Highly Rural/ Rural;05/02/2022;complet;dev_express;254,9;47331-890
M;80;Non;Non;[40k€+];Private;Pickup;no;1;9.0;Highly Urban/ Urban;27/03/2022;complet;dev_express;284,78;77939-891
F;38;Non;Non;Inconnus;Private;z_SUV;no;2;7.0;z_Highly Rural/ Rural;05/01/2022;complet;dev_express;258,02;45890-892
M;57;Non;Non;[40k€+];Private;Minivan;no;2;14.0;Highly Urban/ Urban;03/05/2022;complet;dev_express;254,61;70518-893
M;27;Non;Non;[20k€, 40k€];Commercial;z_SUV;yes;0;1.0;Highly Urban/ Urban;26/03/2022;complet;dev_express;253,48;44791-894
F;83;Non;Non;[20k€, 40k€];Commercial;Panel Truck;no;1;15.0;Highly Urban/ Urban;31/01/2022;complet;dev_express;263,71;25681-895
F;65;Non;Non;[40k€+];Private;Minivan;no;1;20.0;Highly Urban/ Urban;30/04/2022;complet;dev_express;266,17;18957-896
F;3;Non;Oui;[40k€+];Commercial;Panel Truck;no;0;13.0;Highly Urban/ Urban;04/02/2022;complet;dev_premium;506,17;91842-897
M;82;Non;Oui;[40k€+];Private;Sports Car;no;4;9.0;z_Highly Rural/ Rural;20/01/2022;complet;dev_integral;301,22;99756-898
F;61;Non;Non;[40k€+];Private;Minivan;yes;0;19.0;Highly Urban/ Urban;22/03/2022;complet;dev_integral;313,6;86350-899
M;74;Non;Oui;[0, 20k€];Private;Sports Car;no;0;13.0;Highly Urban/ Urban;31/05/2022;complet;dev_premium;407,08;60920-900
M;43;Non;Non;Inconnus;Commercial;Sports Car;no;4;1.0;Highly Urban/ Urban;05/01/2022;complet;dev_integral;297,81;62862-901
F;53;Non;Oui;[0, 20k€];Private;Sports Car;yes;10;0.0;Highly Urban/ Urban;23/04/2022;complet;dev_express;260,76;30817-902
F;33;Non;Non;[40k€+];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;02/05/2022;complet;dev_express;263,64;24422-903
F;13;Oui;Oui;[40k€+];Commercial;Minivan;yes;0;10.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;283,95;86420-904
M;35;Non;Non;[40k€+];Private;z_SUV;no;4;1.0;Highly Urban/ Urban;04/02/2022;complet;dev_express;276,46;40827-905
F;54;Non;Non;[20k€, 40k€];Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;22/01/2022;complet;dev_vip;791,88;55380-906
M;42;Non;Non;[40k€+];Private;Minivan;yes;2;11.0;Highly Urban/ Urban;18/03/2022;complet;dev_express;266,13;57385-907
F;55;Non;Oui;[0, 20k€];Private;Pickup;no;0;6.0;Highly Urban/ Urban;08/02/2022;complet;dev_integral;307,2;98658-908
M;26;Oui;Oui;[0, 20k€];Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;21/02/2022;complet;dev_express;268,48;53460-909
F;27;Non;Non;[40k€+];Commercial;Van;yes;2;;Highly Urban/ Urban;13/01/2022;complet;dev_integral;321,1;73075-910
F;31;Oui;Oui;[40k€+];Private;Pickup;yes;0;11.0;Highly Urban/ Urban;20/05/2022;complet;dev_express;265,05;66299-911
M;74;Non;Oui;[40k€+];Commercial;Pickup;no;2;1.0;Highly Urban/ Urban;19/02/2022;complet;dev_express;257,78;26733-912
F;16;Non;Oui;[40k€+];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;13/04/2022;complet;dev_premium;511,98;94381-913
F;54;Non;Non;[40k€+];Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;25/03/2022;complet;dev_integral;328,69;17877-914
F;26;Non;Non;[40k€+];Private;Sports Car;no;1;17.0;Highly Urban/ Urban;08/05/2022;complet;dev_express;259,8;24486-915
M;70;Non;Oui;[0, 20k€];Commercial;z_SUV;no;3;8.0;Highly Urban/ Urban;08/01/2022;complet;dev_express;262,66;10815-916
F;83;Non;Non;[0, 20k€];Commercial;Pickup;yes;2;1.0;z_Highly Rural/ Rural;20/02/2022;complet;dev_integral;297,38;85070-917
F;46;Non;Non;[40k€+];Commercial;Sports Car;no;1;6.0;Highly Urban/ Urban;17/02/2022;complet;dev_integral;310,32;30735-918
M;54;Non;Oui;[40k€+];Private;Minivan;no;0;9.0;Highly Urban/ Urban;24/01/2022;complet;dev_integral;339,93;91454-919
F;78;Oui;Oui;[40k€+];Private;Sports Car;no;4;14.0;Highly Urban/ Urban;23/05/2022;complet;dev_integral;303,88;95494-920
M;70;Non;Non;[40k€+];Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;12/05/2022;complet;dev_express;261,1;59951-921
M;85;Oui;Oui;[40k€+];Private;z_SUV;no;0;6.0;Highly Urban/ Urban;25/02/2022;complet;dev_integral;288,18;81593-922
F;62;Oui;Oui;[0, 20k€];Private;Minivan;yes;0;;Highly Urban/ Urban;20/05/2022;complet;dev_express;273,58;12799-923
F;75;Non;Oui;[40k€+];Commercial;Panel Truck;yes;0;7.0;Highly Urban/ Urban;22/02/2022;complet;dev_premium;388,59;65383-924
F;24;Oui;Oui;[20k€, 40k€];Private;Minivan;yes;0;6.0;Highly Urban/ Urban;23/02/2022;complet;dev_express;259,73;15819-925
M;6;Non;Oui;[40k€+];Private;z_SUV;no;1;1.0;Highly Urban/ Urban;28/03/2022;complet;dev_premium;520,4;91754-926
F;53;Non;Non;[0, 20k€];Commercial;z_SUV;no;0;7.0;z_Highly Rural/ Rural;02/05/2022;complet;dev_express;284,63;82749-927
F;57;Non;Oui;[20k€, 40k€];Private;Sports Car;no;6;4.0;Highly Urban/ Urban;20/03/2022;complet;dev_integral;314,45;20937-928
M;14;Non;Oui;[0, 20k€];Commercial;z_SUV;no;4;10.0;Highly Urban/ Urban;23/04/2022;complet;dev_integral;308,56;71211-929
M;78;Non;Non;[40k€+];Commercial;Minivan;yes;11;7.0;Highly Urban/ Urban;11/04/2022;complet;dev_express;281,8;87298-930
M;48;Non;Non;[40k€+];Commercial;Van;no;1;12.0;Highly Urban/ Urban;23/04/2022;complet;dev_premium;320,93;13427-931
M;52;Non;Non;[20k€, 40k€];Commercial;Panel Truck;no;0;1.0;z_Highly Rural/ Rural;13/04/2022;complet;dev_express;279,52;41252-932
M;10;Non;Non;[40k€+];Commercial;Pickup;yes;2;10.0;z_Highly Rural/ Rural;26/03/2022;complet;dev_integral;284,34;43192-933
F;51;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;6.0;Highly Urban/ Urban;28/02/2022;complet;dev_integral;283,77;83038-934
F;74;Non;Non;[40k€+];Private;Minivan;no;0;;Highly Urban/ Urban;18/03/2022;complet;dev_integral;315,24;47768-935
M;57;Oui;Oui;[40k€+];Commercial;Minivan;no;4;1.0;Highly Urban/ Urban;17/02/2022;complet;dev_express;258,14;57349-936
M;80;Non;Non;[40k€+];Commercial;Minivan;no;4;10.0;Highly Urban/ Urban;23/02/2022;complet;dev_premium;354,49;31056-937
F;75;Non;Non;[40k€+];Private;Minivan;no;0;;Highly Urban/ Urban;23/01/2022;complet;dev_integral;283,16;46780-938
M;27;Non;Oui;[20k€, 40k€];Private;Minivan;yes;0;;Highly Urban/ Urban;03/05/2022;complet;dev_integral;287,59;47159-939
M;68;Non;Non;[20k€, 40k€];Private;Van;yes;1;12.0;Highly Urban/ Urban;17/01/2022;complet;dev_premium;526,21;42933-940
M;47;Non;Non;[40k€+];Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;17/05/2022;complet;dev_integral;318,57;29573-941
F;16;Oui;Oui;[40k€+];Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;08/02/2022;complet;dev_premium;421,64;36867-942
M;57;Non;Oui;[20k€, 40k€];Private;z_SUV;no;0;8.0;Highly Urban/ Urban;06/01/2022;complet;dev_express;273,2;77645-943
F;65;Non;Non;[40k€+];Commercial;Pickup;no;0;;Highly Urban/ Urban;18/03/2022;complet;dev_express;257,39;35349-944
F;91;Non;Non;[40k€+];Private;Sports Car;no;4;8.0;Highly Urban/ Urban;20/04/2022;complet;dev_express;250,33;52156-945
F;6;Non;Non;[40k€+];Private;z_SUV;no;6;16.0;Highly Urban/ Urban;05/01/2022;complet;dev_integral;338,38;44634-946
F;17;Non;Oui;Inconnus;Private;Minivan;yes;1;8.0;Highly Urban/ Urban;07/03/2022;complet;dev_express;271,8;27677-947
M;34;Non;Non;[40k€+];Private;Minivan;no;0;10.0;Highly Urban/ Urban;08/04/2022;complet;dev_premium;423,85;60331-948
F;68;Non;Non;[40k€+];Commercial;Panel Truck;no;3;13.0;Highly Urban/ Urban;13/01/2022;complet;dev_integral;339,5;57323-949
M;52;Non;Non;[40k€+];Private;Minivan;yes;0;19.0;Highly Urban/ Urban;22/01/2022;complet;dev_integral;292,54;87440-950
M;72;Oui;Oui;[40k€+];Private;z_SUV;no;1;11.0;Highly Urban/ Urban;13/05/2022;complet;dev_premium;440,07;94742-951
F;85;Oui;Oui;[20k€, 40k€];Private;z_SUV;no;2;19.0;Highly Urban/ Urban;01/03/2022;complet;dev_express;260,84;52383-952
M;36;Non;Non;[0, 20k€];Private;Sports Car;no;2;5.0;z_Highly Rural/ Rural;17/05/2022;complet;dev_integral;315,11;71708-953
M;78;Non;Non;[40k€+];Private;Minivan;no;2;19.0;Highly Urban/ Urban;27/02/2022;complet;dev_integral;339,13;35608-954
M;5;Non;Oui;[0, 20k€];Private;z_SUV;no;2;8.0;Highly Urban/ Urban;14/01/2022;complet;dev_express;251,42;68630-955
M;40;Oui;Oui;[0, 20k€];Private;z_SUV;no;4;11.0;z_Highly Rural/ Rural;12/04/2022;complet;dev_vip;562,31;32616-956
F;61;Non;Non;Inconnus;Private;z_SUV;no;0;12.0;Highly Urban/ Urban;03/04/2022;complet;dev_integral;326,04;10403-957
M;70;Oui;Oui;[20k€, 40k€];Commercial;Pickup;yes;0;7.0;Highly Urban/ Urban;15/02/2022;complet;dev_premium;354,48;45193-958
F;53;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;15.0;Highly Urban/ Urban;21/04/2022;complet;dev_express;267,55;85843-959
M;18;Non;Oui;[0, 20k€];Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;13/04/2022;complet;dev_premium;498,78;32313-960
M;63;Non;Non;[0, 20k€];Commercial;Minivan;yes;2;8.0;Highly Urban/ Urban;11/02/2022;complet;dev_premium;447,61;71204-961
F;66;Non;Non;[40k€+];Commercial;Pickup;yes;6;1.0;Highly Urban/ Urban;13/02/2022;complet;dev_premium;368,28;28351-962
M;73;Non;Non;[40k€+];Private;z_SUV;no;1;15.0;Highly Urban/ Urban;16/05/2022;complet;dev_premium;364,79;98854-963
F;57;Oui;Oui;[40k€+];Private;Minivan;no;0;20.0;Highly Urban/ Urban;18/03/2022;complet;dev_integral;327,51;84673-964
